NACE 2 CODE,Activity Code,Economic Activity,Year,Month,Anastoles-Metapoiisi,Anastoles-Touristiki,Termatismoi-Touristiki,Termatismoi-Alloi,Total
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Σεπτέμβριος,0,0,259,1425,1684
J,10,Ενημέρωση και επικοινωνία,2015,Σεπτέμβριος,0,0,0,404,404
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Σεπτέμβριος,0,0,0,362,362
L,12,Διαχείριση ακίνητης περιουσίας,2015,Σεπτέμβριος,0,0,2,72,74
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Σεπτέμβριος,0,0,1,743,744
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Σεπτέμβριος,0,0,1,350,351
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Σεπτέμβριος,0,0,0,1332,1332
P,16,Εκπαίδευση,2015,Σεπτέμβριος,0,0,0,1341,1341
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Σεπτέμβριος,0,0,1,274,275
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Σεπτέμβριος,0,0,2,227,229
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Σεπτέμβριος,0,0,2,341,343
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Σεπτέμβριος,0,0,0,28,28
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Σεπτέμβριος,0,0,0,23,23
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Σεπτέμβριος,0,0,6,2045,2051
LIM,23,Λιμενεργάτες,2015,Σεπτέμβριος,0,0,0,4,4
Σύνολο,Σύνολο,Σύνολο,2015,Σεπτέμβριος,19,0,291,15822,16132
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Οκτώβριος,0,0,0,122,122
B,2,Ορυχεία και λατομεία,2015,Οκτώβριος,0,0,0,23,23
C,3,Μεταποίηση,2015,Οκτώβριος,25,0,0,1240,1265
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Οκτώβριος,0,0,0,65,65
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Οκτώβριος,0,0,0,5,5
F,6,Κατασκευές,2015,Οκτώβριος,0,0,10,1536,1546
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Οκτώβριος,0,0,5,2973,2978
H,8,Μεταφορά και αποθήκευση,2015,Οκτώβριος,0,0,2,718,720
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Οκτώβριος,0,0,460,1526,1986
J,10,Ενημέρωση και επικοινωνία,2015,Οκτώβριος,0,0,0,356,356
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Οκτώβριος,0,0,0,339,339
L,12,Διαχείριση ακίνητης περιουσίας,2015,Οκτώβριος,0,0,3,79,82
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Οκτώβριος,0,0,1,738,739
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Οκτώβριος,0,0,2,362,364
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Οκτώβριος,0,0,0,513,513
P,16,Εκπαίδευση,2015,Οκτώβριος,0,0,0,527,527
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Οκτώβριος,0,0,1,257,258
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Οκτώβριος,0,0,2,224,226
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Οκτώβριος,0,0,14,264,278
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Οκτώβριος,0,0,0,27,27
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Οκτώβριος,0,0,0,16,16
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Οκτώβριος,0,0,5,1691,1696
LIM,23,Λιμενεργάτες,2015,Οκτώβριος,0,0,0,1,1
Σύνολο,Σύνολο,Σύνολο,2015,Οκτώβριος,25,0,505,13602,14132
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Νοέμβριος,0,0,0,124,124
B,2,Ορυχεία και λατομεία,2015,Νοέμβριος,0,0,0,23,23
C,3,Μεταποίηση,2015,Νοέμβριος,32,0,1,1270,1303
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Νοέμβριος,0,0,0,61,61
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Νοέμβριος,0,0,0,4,4
F,6,Κατασκευές,2015,Νοέμβριος,0,0,17,1458,1475
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Νοέμβριος,0,172,33,3416,3621
H,8,Μεταφορά και αποθήκευση,2015,Νοέμβριος,0,35,10,1190,1235
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Νοέμβριος,0,1996,4140,3065,9201
J,10,Ενημέρωση και επικοινωνία,2015,Νοέμβριος,0,0,0,353,353
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Νοέμβριος,0,0,0,330,330
L,12,Διαχείριση ακίνητης περιουσίας,2015,Νοέμβριος,0,0,15,128,143
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Νοέμβριος,0,0,1,754,755
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Νοέμβριος,0,51,19,618,688
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Νοέμβριος,0,11,0,772,783
P,16,Εκπαίδευση,2015,Νοέμβριος,0,7,0,367,374
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Νοέμβριος,0,0,1,277,278
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Νοέμβριος,0,42,8,374,424
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Νοέμβριος,0,6,32,336,374
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Νοέμβριος,0,0,0,26,26
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Νοέμβριος,0,0,0,15,15
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Νοέμβριος,0,2,64,1551,1617
LIM,23,Λιμενεργάτες,2015,Νοέμβριος,0,0,0,7,7
Σύνολο,Σύνολο,Σύνολο,2015,Νοέμβριος,32,2322,4341,16519,23214
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Δεκέμβριος,0,0,0,117,117
B,2,Ορυχεία και λατομεία,2015,Δεκέμβριος,0,0,0,23,23
C,3,Μεταποίηση,2015,Δεκέμβριος,22,0,4,1224,1250
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Δεκέμβριος,0,0,0,47,47
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Δεκέμβριος,0,0,0,4,4
F,6,Κατασκευές,2015,Δεκέμβριος,0,1,19,1336,1356
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Δεκέμβριος,0,225,43,3387,3655
H,8,Μεταφορά και αποθήκευση,2015,Δεκέμβριος,0,42,12,1278,1332
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Δεκέμβριος,0,3589,5042,3358,11989
J,10,Ενημέρωση και επικοινωνία,2015,Δεκέμβριος,0,0,0,333,333
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Δεκέμβριος,0,0,0,295,295
L,12,Διαχείριση ακίνητης περιουσίας,2015,Δεκέμβριος,0,9,21,145,175
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Δεκέμβριος,0,0,1,725,726
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Δεκέμβριος,0,53,21,703,777
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Δεκέμβριος,0,16,1,1758,1775
P,16,Εκπαίδευση,2015,Δεκέμβριος,0,9,1,319,329
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Δεκέμβριος,0,0,2,272,274
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Δεκέμβριος,0,44,7,385,436
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Δεκέμβριος,0,15,36,372,423
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Δεκέμβριος,0,0,0,30,30
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Δεκέμβριος,0,0,0,17,17
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Δεκέμβριος,0,6,70,1501,1577
LIM,23,Λιμενεργάτες,2015,Δεκέμβριος,0,0,0,3,3
Σύνολο,Σύνολο,Σύνολο,2015,Δεκέμβριος,22,4009,5280,17632,26943
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Ιανουάριος,0,0,0,126,126
B,2,Ορυχεία και λατομεία,2016,Ιανουάριος,0,0,0,18,18
C,3,Μεταποίηση,2016,Ιανουάριος,33,0,5,1217,1255
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Ιανουάριος,0,0,0,40,40
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Ιανουάριος,0,0,0,6,6
F,6,Κατασκευές,2016,Ιανουάριος,0,1,20,1296,1317
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Ιανουάριος,0,236,46,3475,3757
H,8,Μεταφορά και αποθήκευση,2016,Ιανουάριος,0,40,12,1291,1343
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Ιανουάριος,0,4177,5098,3440,12715
J,10,Ενημέρωση και επικοινωνία,2016,Ιανουάριος,0,0,0,335,335
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Ιανουάριος,0,0,0,310,310
L,12,Διαχείριση ακίνητης περιουσίας,2016,Ιανουάριος,0,10,25,172,207
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Ιανουάριος,0,0,1,756,757
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Ιανουάριος,0,54,22,733,809
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Ιανουάριος,0,17,1,1948,1966
P,16,Εκπαίδευση,2016,Ιανουάριος,0,9,2,319,330
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Ιανουάριος,0,0,2,277,279
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Ιανουάριος,0,47,7,386,440
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Ιανουάριος,0,17,34,377,428
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Ιανουάριος,0,0,0,27,27
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Ιανουάριος,0,0,0,20,20
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Ιανουάριος,0,10,83,1536,1629
LIM,23,Λιμενεργάτες,2016,Ιανουάριος,0,0,0,6,6
Σύνολο,Σύνολο,Σύνολο,2016,Ιανουάριος,33,4618,5358,18111,28120
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Φεβρουάριος,0,0,0,115,115
B,2,Ορυχεία και λατομεία,2016,Φεβρουάριος,0,0,0,19,19
C,3,Μεταποίηση,2016,Φεβρουάριος,49,0,5,1204,1258
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Φεβρουάριος,0,0,0,33,33
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Φεβρουάριος,0,0,0,7,7
F,6,Κατασκευές,2016,Φεβρουάριος,0,1,20,1273,1294
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Φεβρουάριος,0,231,46,3516,3793
H,8,Μεταφορά και αποθήκευση,2016,Φεβρουάριος,0,38,10,1263,1311
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Φεβρουάριος,0,4295,4910,3456,12661
J,10,Ενημέρωση και επικοινωνία,2016,Φεβρουάριος,0,0,0,299,299
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Φεβρουάριος,0,0,0,324,324
L,12,Διαχείριση ακίνητης περιουσίας,2016,Φεβρουάριος,0,10,24,185,219
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Φεβρουάριος,0,0,1,739,740
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Φεβρουάριος,0,52,22,724,798
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Φεβρουάριος,0,17,1,1958,1976
P,16,Εκπαίδευση,2016,Φεβρουάριος,0,9,1,299,309
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Φεβρουάριος,0,0,1,280,281
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Φεβρουάριος,0,48,9,381,438
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Φεβρουάριος,0,18,31,366,415
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Φεβρουάριος,0,0,0,27,27
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Φεβρουάριος,0,0,0,26,26
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Φεβρουάριος,0,11,87,1549,1647
LIM,23,Λιμενεργάτες,2016,Φεβρουάριος,0,0,0,13,13
Σύνολο,Σύνολο,Σύνολο,2016,Φεβρουάριος,49,4730,5168,18056,28003
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Μάρτιος,0,0,0,114,114
B,2,Ορυχεία και λατομεία,2016,Μάρτιος,0,0,0,21,21
C,3,Μεταποίηση,2016,Μάρτιος,53,0,4,1179,1236
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Μάρτιος,0,0,0,30,30
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Μάρτιος,0,0,0,7,7
F,6,Κατασκευές,2016,Μάρτιος,0,1,19,1241,1261
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Μάρτιος,0,220,43,3435,3698
H,8,Μεταφορά και αποθήκευση,2016,Μάρτιος,0,38,9,1172,1219
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Μάρτιος,0,3056,4429,3233,10718
J,10,Ενημέρωση και επικοινωνία,2016,Μάρτιος,0,0,0,280,280
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Μάρτιος,0,0,0,339,339
L,12,Διαχείριση ακίνητης περιουσίας,2016,Μάρτιος,0,9,23,151,183
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Μάρτιος,0,0,0,723,723
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Μάρτιος,0,51,19,654,724
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Μάρτιος,0,16,1,1743,1760
P,16,Εκπαίδευση,2016,Μάρτιος,0,10,1,278,289
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Μάρτιος,0,0,0,263,263
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Μάρτιος,0,45,10,376,431
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Μάρτιος,0,16,26,357,399
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Μάρτιος,0,0,0,27,27
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Μάρτιος,0,0,0,23,23
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Μάρτιος,0,8,77,1500,1585
LIM,23,Λιμενεργάτες,2016,Μάρτιος,0,0,0,7,7
Σύνολο,Σύνολο,Σύνολο,2016,Μάρτιος,53,3470,4661,17153,25337
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Απρίλιος,0,0,0,103,103
B,2,Ορυχεία και λατομεία,2016,Απρίλιος,0,0,0,20,20
C,3,Μεταποίηση,2016,Απρίλιος,10,0,3,1065,1078
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Απρίλιος,0,0,0,28,28
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Απρίλιος,0,0,0,9,9
F,6,Κατασκευές,2016,Απρίλιος,0,0,17,1191,1208
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Απρίλιος,0,1,36,3287,3324
H,8,Μεταφορά και αποθήκευση,2016,Απρίλιος,0,2,6,897,905
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Απρίλιος,0,18,2859,2559,5436
J,10,Ενημέρωση και επικοινωνία,2016,Απρίλιος,0,0,0,275,275
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Απρίλιος,0,0,0,560,560
L,12,Διαχείριση ακίνητης περιουσίας,2016,Απρίλιος,0,0,11,128,139
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Απρίλιος,0,0,0,716,716
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Απρίλιος,0,0,12,558,570
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Απρίλιος,0,1,1,1625,1627
P,16,Εκπαίδευση,2016,Απρίλιος,0,0,0,294,294
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Απρίλιος,0,0,0,251,251
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Απρίλιος,0,1,9,352,362
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Απρίλιος,0,0,19,323,342
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Απρίλιος,0,0,0,29,29
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Απρίλιος,0,0,0,21,21
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Απρίλιος,0,0,50,1379,1429
LIM,23,Λιμενεργάτες,2016,Απρίλιος,0,0,0,5,5
Σύνολο,Σύνολο,Σύνολο,2016,Απρίλιος,10,23,3023,15675,18731
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Μάιος,0,0,0,102,102
B,2,Ορυχεία και λατομεία,2016,Μάιος,0,0,0,24,24
C,3,Μεταποίηση,2016,Μάιος,1,0,1,1012,1014
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Μάιος,0,0,0,25,25
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Μάιος,0,0,0,10,10
F,6,Κατασκευές,2016,Μάιος,0,0,14,1137,1151
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Μάιος,0,0,20,3018,3038
H,8,Μεταφορά και αποθήκευση,2016,Μάιος,0,1,6,696,703
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Μάιος,0,7,1165,1870,3042
J,10,Ενημέρωση και επικοινωνία,2016,Μάιος,0,0,0,268,268
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Μάιος,0,0,0,656,656
L,12,Διαχείριση ακίνητης περιουσίας,2016,Μάιος,0,0,2,99,101
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Μάιος,0,0,0,730,730
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Μάιος,0,0,12,466,478
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Μάιος,0,1,0,721,722
P,16,Εκπαίδευση,2016,Μάιος,0,0,0,399,399
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Μάιος,0,0,0,239,239
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Μάιος,0,0,7,289,296
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Μάιος,0,0,13,284,297
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Μάιος,0,0,0,29,29
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Μάιος,0,0,0,19,19
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Μάιος,0,0,20,1359,1379
LIM,23,Λιμενεργάτες,2016,Μάιος,0,0,0,8,8
Σύνολο,Σύνολο,Σύνολο,2016,Μάιος,1,9,1260,13460,14730
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Ιούνιος,0,0,0,112,112
B,2,Ορυχεία και λατομεία,2016,Ιούνιος,0,0,0,23,23
C,3,Μεταποίηση,2016,Ιούνιος,1,0,0,972,973
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Ιούνιος,0,0,0,17,17
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Ιούνιος,0,0,0,7,7
F,6,Κατασκευές,2016,Ιούνιος,0,0,8,1042,1050
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Ιούνιος,0,0,9,2688,2697
H,8,Μεταφορά και αποθήκευση,2016,Ιούνιος,0,0,1,413,414
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Ιούνιος,0,2,307,1245,1554
J,10,Ενημέρωση και επικοινωνία,2016,Ιούνιος,0,0,0,320,320
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Ιούνιος,0,0,0,879,879
L,12,Διαχείριση ακίνητης περιουσίας,2016,Ιούνιος,0,0,1,78,79
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Ιούνιος,0,0,0,718,718
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Ιούνιος,0,0,3,327,330
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Ιούνιος,0,0,0,1175,1175
P,16,Εκπαίδευση,2016,Ιούνιος,0,0,0,1320,1320
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Ιούνιος,0,0,0,246,246
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Ιούνιος,0,0,3,241,244
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Ιούνιος,0,0,3,287,290
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Ιούνιος,0,0,0,31,31
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Ιούνιος,0,0,0,15,15
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Ιούνιος,0,0,3,1462,1465
LIM,23,Λιμενεργάτες,2016,Ιούνιος,0,0,0,3,3
Σύνολο,Σύνολο,Σύνολο,2016,Ιούνιος,1,2,338,13621,13962
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Ιούλιος,0,0,0,105,105
B,2,Ορυχεία και λατομεία,2016,Ιούλιος,0,0,0,26,26
C,3,Μεταποίηση,2016,Ιούλιος,1,0,0,942,943
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Ιούλιος,0,0,0,15,15
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Ιούλιος,0,0,0,8,8
F,6,Κατασκευές,2016,Ιούλιος,0,0,6,955,961
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Ιούλιος,0,0,8,2728,2736
H,8,Μεταφορά και αποθήκευση,2016,Ιούλιος,0,0,0,370,370
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Ιούλιος,0,1,242,1182,1425
J,10,Ενημέρωση και επικοινωνία,2016,Ιούλιος,0,0,0,340,340
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Ιούλιος,0,0,0,894,894
L,12,Διαχείριση ακίνητης περιουσίας,2016,Ιούλιος,0,0,0,71,71
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Ιούλιος,0,0,0,716,716
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Ιούλιος,0,0,3,309,312
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Ιούλιος,0,0,0,1555,1555
P,16,Εκπαίδευση,2016,Ιούλιος,0,0,0,2276,2276
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Ιούλιος,0,0,0,254,254
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Ιούλιος,0,0,3,230,233
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Ιούλιος,0,0,1,369,370
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Ιούλιος,0,0,0,28,28
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Ιούλιος,0,0,0,16,16
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Ιούλιος,0,0,3,1421,1424
LIM,23,Λιμενεργάτες,2016,Ιούλιος,0,0,0,4,4
Σύνολο,Σύνολο,Σύνολο,2016,Ιούλιος,1,1,266,14814,15082
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Αύγουστος,0,0,0,96,96
B,2,Ορυχεία και λατομεία,2016,Αύγουστος,0,0,0,32,32
C,3,Μεταποίηση,2016,Αύγουστος,1,0,0,919,920
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Αύγουστος,0,0,0,11,11
